,timestamps,iops,write_latency,read_latency,datastore
40,1584272819999,0.0,0.0025244299322366714,0.09083080291748047,ams01-tvpp1-sc03-cloudcenter-02
41,1584273119999,0.022040072828531265,0.007087835110723972,0.1751706451177597,ams01-tvpp1-sc03-cloudcenter-02
42,1584273419999,0.0,0.004976145923137665,0.08759722858667374,ams01-tvpp1-sc03-cloudcenter-02
43,1584273719999,0.0,0.0016091607976704836,0.11960289627313614,ams01-tvpp1-sc03-cloudcenter-02
44,1584274019999,0.0,0.007059169001877308,0.15384139120578766,ams01-tvpp1-sc03-cloudcenter-02
45,1584274319999,0.0,0.004619864746928215,0.06295157223939896,ams01-tvpp1-sc03-cloudcenter-02
46,1584274619999,0.0,0.003038751892745495,0.1027158871293068,ams01-tvpp1-sc03-cloudcenter-02
47,1584274919999,0.011203703470528126,0.007131248712539673,0.24829839169979095,ams01-tvpp1-sc03-cloudcenter-02
48,1584275219999,0.0,0.007815038785338402,0.024956725537776947,ams01-tvpp1-sc03-cloudcenter-02
49,1584275519999,0.0,0.0026177549734711647,0.1152459904551506,ams01-tvpp1-sc03-cloudcenter-02
50,1584275819999,0.0,0.003651255974546075,0.21706324815750122,ams01-tvpp1-sc03-cloudcenter-02
51,1584276119999,0.0,0.009559741243720055,0.0487198606133461,ams01-tvpp1-sc03-cloudcenter-02
52,1584276419999,0.0,0.002389214001595974,0.10733868926763535,ams01-tvpp1-sc03-cloudcenter-02
53,1584276719999,0.010628019459545612,0.005171771161258221,0.1611868292093277,ams01-tvpp1-sc03-cloudcenter-02
54,1584277019999,0.0,0.008682177402079105,0.045548904687166214,ams01-tvpp1-sc03-cloudcenter-02
55,1584277319999,0.0,0.0041062068194150925,0.13010643422603607,ams01-tvpp1-sc03-cloudcenter-02
56,1584277619999,0.0,0.003930012695491314,0.21205845475196838,ams01-tvpp1-sc03-cloudcenter-02
57,1584277919999,0.0,0.007008597254753113,0.023707572370767593,ams01-tvpp1-sc03-cloudcenter-02
58,1584278219999,0.0,0.002397972159087658,0.09176725149154663,ams01-tvpp1-sc03-cloudcenter-02
59,1584278519999,0.024527432397007942,0.0027243855874985456,0.1610228270292282,ams01-tvpp1-sc03-cloudcenter-02
60,1584278819999,0.0,0.0070793405175209045,0.04346853867173195,ams01-tvpp1-sc03-cloudcenter-02
61,1584279119999,0.0,0.003291619475930929,0.1250883787870407,ams01-tvpp1-sc03-cloudcenter-02
62,1584279419999,0.0,0.003525347448885441,0.28387781977653503,ams01-tvpp1-sc03-cloudcenter-02
63,1584279719999,0.0,0.007583896163851023,0.042781829833984375,ams01-tvpp1-sc03-cloudcenter-02
64,1584280019999,0.0,0.0017359565244987607,0.12191587686538696,ams01-tvpp1-sc03-cloudcenter-02
65,1584280319999,0.02315056510269642,0.0028747699689120054,0.16595718264579773,ams01-tvpp1-sc03-cloudcenter-02
66,1584280619999,0.0,0.004565457813441753,0.14925897121429443,ams01-tvpp1-sc03-cloudcenter-02
67,1584280919999,0.0,0.007299266755580902,0.04969819635152817,ams01-tvpp1-sc03-cloudcenter-02
68,1584281219999,0.0,0.003172684693709016,0.16642171144485474,ams01-tvpp1-sc03-cloudcenter-02
69,1584281519999,0.0,0.00615440309047699,0.11135866492986679,ams01-tvpp1-sc03-cloudcenter-02
70,1584281819999,0.0,0.007316759321838617,0.04334954917430878,ams01-tvpp1-sc03-cloudcenter-02
71,1584282119999,0.023404255509376526,0.0020011647138744593,0.17550623416900635,ams01-tvpp1-sc03-cloudcenter-02
72,1584282419999,0.0,0.0049545494839549065,0.1758904755115509,ams01-tvpp1-sc03-cloudcenter-02
73,1584282719999,0.0,0.012074004858732224,0.02772204950451851,ams01-tvpp1-sc03-cloudcenter-02
74,1584283019999,0.0,0.0008229888044297695,0.16461656987667084,ams01-tvpp1-sc03-cloudcenter-02
75,1584283319999,0.0,0.005094610154628754,0.1719202995300293,ams01-tvpp1-sc03-cloudcenter-02
76,1584283619999,0.0,0.012597870081663132,0.07157213985919952,ams01-tvpp1-sc03-cloudcenter-02
77,1584283919999,0.021568628028035164,0.0016083988593891263,0.20887495577335358,ams01-tvpp1-sc03-cloudcenter-02
78,1584284219999,0.0,0.004886685870587826,0.12318997085094452,ams01-tvpp1-sc03-cloudcenter-02
79,1584284519999,0.0,0.007933415472507477,0.09316766262054443,ams01-tvpp1-sc03-cloudcenter-02
80,1584284819999,0.0,0.0016214565839618444,0.15666547417640686,ams01-tvpp1-sc03-cloudcenter-02
81,1584285119999,0.0,0.004345407243818045,0.11349151283502579,ams01-tvpp1-sc03-cloudcenter-02
82,1584285419999,0.0,0.011738969944417477,0.04806706681847572,ams01-tvpp1-sc03-cloudcenter-02
83,1584285719999,0.010008270852267742,0.0008486695005558431,0.08955300599336624,ams01-tvpp1-sc03-cloudcenter-02
84,1584286019999,0.0,0.0037053406704217196,0.15389451384544373,ams01-tvpp1-sc03-cloudcenter-02
85,1584286319999,0.0,0.008301016874611378,0.06375163793563843,ams01-tvpp1-sc03-cloudcenter-02
86,1584286619999,0.0,0.0008340644999407232,0.11327533423900604,ams01-tvpp1-sc03-cloudcenter-02
87,1584286919999,0.0,0.00509677967056632,0.1093822792172432,ams01-tvpp1-sc03-cloudcenter-02
88,1584287219999,0.0,0.016491785645484924,0.13491599261760712,ams01-tvpp1-sc03-cloudcenter-02
89,1584287519999,0.02342580445110798,0.00162238790653646,0.11168777197599411,ams01-tvpp1-sc03-cloudcenter-02
90,1584287819999,0.0,0.00571631221100688,0.0885959044098854,ams01-tvpp1-sc03-cloudcenter-02
91,1584288119999,0.0,0.008503767661750317,0.1640334278345108,ams01-tvpp1-sc03-cloudcenter-02
92,1584288419999,0.0,0.005843297578394413,0.10441305488348007,ams01-tvpp1-sc03-cloudcenter-02
93,1584288719999,0.0,0.0016607092693448067,0.15967680513858795,ams01-tvpp1-sc03-cloudcenter-02
94,1584289019999,0.0,0.008032364770770073,0.19733549654483795,ams01-tvpp1-sc03-cloudcenter-02
95,1584289319999,0.01065246295183897,0.004453487694263458,0.13741151988506317,ams01-tvpp1-sc03-cloudcenter-02
96,1584289619999,0.0,0.0015193357830867171,0.15026302635669708,ams01-tvpp1-sc03-cloudcenter-02
97,1584289919999,0.0,0.007356542628258467,0.18021199107170105,ams01-tvpp1-sc03-cloudcenter-02
98,1584290219999,0.0,0.008797616697847843,0.06392558664083481,ams01-tvpp1-sc03-cloudcenter-02
99,1584290519999,0.0,0.0008421152597293258,0.16742105782032013,ams01-tvpp1-sc03-cloudcenter-02
100,1584290819999,0.0,0.007627988699823618,0.17230400443077087,ams01-tvpp1-sc03-cloudcenter-02
101,1584291119999,0.00869976356625557,0.008480637334287167,0.02507302723824978,ams01-tvpp1-sc03-cloudcenter-02
102,1584291419999,0.0,0.0023254521656781435,0.11549750715494156,ams01-tvpp1-sc03-cloudcenter-02
103,1584291719999,0.0,0.008508500643074512,0.15248505771160126,ams01-tvpp1-sc03-cloudcenter-02
104,1584292019999,0.0,0.006286753807216883,0.024974016472697258,ams01-tvpp1-sc03-cloudcenter-02
105,1584292319999,0.0,0.002421834971755743,0.1344200223684311,ams01-tvpp1-sc03-cloudcenter-02
106,1584292619999,0.0,0.0062238541431725025,0.21185597777366638,ams01-tvpp1-sc03-cloudcenter-02
107,1584292919999,0.019983619451522827,0.006292026024311781,0.044033363461494446,ams01-tvpp1-sc03-cloudcenter-02
108,1584293219999,0.0,0.001782077713869512,0.06403439491987228,ams01-tvpp1-sc03-cloudcenter-02
109,1584293519999,0.0,0.002618120750412345,0.15999925136566162,ams01-tvpp1-sc03-cloudcenter-02
110,1584293819999,0.0,0.008460274897515774,0.06314989924430847,ams01-tvpp1-sc03-cloudcenter-02
111,1584294119999,0.0,0.0024865283630788326,0.14488621056079865,ams01-tvpp1-sc03-cloudcenter-02
112,1584294419999,0.0,0.004799314308911562,0.1768495738506317,ams01-tvpp1-sc03-cloudcenter-02
113,1584294719999,0.011927014216780663,0.005714875180274248,0.06385258585214615,ams01-tvpp1-sc03-cloudcenter-02
114,1584295019999,0.0,0.0037311241030693054,0.1284785121679306,ams01-tvpp1-sc03-cloudcenter-02
115,1584295319999,0.0,0.003502273466438055,0.08892979472875595,ams01-tvpp1-sc03-cloudcenter-02
116,1584295619999,0.0,0.004187172744423151,0.10994711518287659,ams01-tvpp1-sc03-cloudcenter-02
117,1584295919999,0.0,0.008007626980543137,0.17124688625335693,ams01-tvpp1-sc03-cloudcenter-02
118,1584296219999,0.0,0.004003328271210194,0.16026592254638672,ams01-tvpp1-sc03-cloudcenter-02
119,1584296519999,0.011677559465169907,0.007287182845175266,0.14315079152584076,ams01-tvpp1-sc03-cloudcenter-02
120,1584296819999,0.0,0.008698812685906887,0.10512299090623856,ams01-tvpp1-sc03-cloudcenter-02
121,1584297119999,0.0,0.0045401002280414104,0.17915861308574677,ams01-tvpp1-sc03-cloudcenter-02
122,1584297419999,0.0,0.00510766077786684,0.13531896471977234,ams01-tvpp1-sc03-cloudcenter-02
123,1584297719999,0.0,0.009712199680507183,0.10725928843021393,ams01-tvpp1-sc03-cloudcenter-02
124,1584298019999,0.0,0.002558247884735465,0.21533401310443878,ams01-tvpp1-sc03-cloudcenter-02
125,1584298319999,0.033105336129665375,0.006503790616989136,0.1313202977180481,ams01-tvpp1-sc03-cloudcenter-02
126,1584298619999,0.0,0.01087115053087473,0.12440191209316254,ams01-tvpp1-sc03-cloudcenter-02
127,1584298919999,0.0,0.0008826600969769061,0.15352796018123627,ams01-tvpp1-sc03-cloudcenter-02
128,1584299219999,0.0,0.005382976029068232,0.13140136003494263,ams01-tvpp1-sc03-cloudcenter-02
129,1584299519999,0.0,0.00857128668576479,0.06385774165391922,ams01-tvpp1-sc03-cloudcenter-02
130,1584299819999,0.0,0.00476163299754262,0.15259486436843872,ams01-tvpp1-sc03-cloudcenter-02
131,1584300119999,0.01984419859945774,0.011896085925400257,0.09958180040121078,ams01-tvpp1-sc03-cloudcenter-02
132,1584300419999,0.0,0.0017212714301422238,0.10871490836143494,ams01-tvpp1-sc03-cloudcenter-02
133,1584300719999,0.0,0.0025523086078464985,0.10110027343034744,ams01-tvpp1-sc03-cloudcenter-02
134,1584301019999,0.0,0.009009798988699913,0.1109701618552208,ams01-tvpp1-sc03-cloudcenter-02
135,1584301319999,0.0,0.002423649886623025,0.15149278938770294,ams01-tvpp1-sc03-cloudcenter-02
136,1584301619999,0.0,0.00520625663921237,0.051467955112457275,ams01-tvpp1-sc03-cloudcenter-02
137,1584301919999,0.012488262727856636,0.008308849297463894,0.11000484973192215,ams01-tvpp1-sc03-cloudcenter-02
138,1584302219999,0.0,0.0017974252114072442,0.12450524419546127,ams01-tvpp1-sc03-cloudcenter-02
139,1584302519999,0.0,0.005237108562141657,0.09857682883739471,ams01-tvpp1-sc03-cloudcenter-02
140,1584302819999,0.0,0.0041544255800545216,0.06621100008487701,ams01-tvpp1-sc03-cloudcenter-02
141,1584303119999,0.0,0.004397084005177021,0.19903607666492462,ams01-tvpp1-sc03-cloudcenter-02
142,1584303419999,0.0,0.005331912077963352,0.06386526674032211,ams01-tvpp1-sc03-cloudcenter-02
143,1584303719999,0.012962962500751019,0.008335144259035587,0.0893559530377388,ams01-tvpp1-sc03-cloudcenter-02
144,1584304019999,0.0,0.0069681634195148945,0.15605567395687103,ams01-tvpp1-sc03-cloudcenter-02
145,1584304319999,0.0,0.0030348810832947493,0.11843547224998474,ams01-tvpp1-sc03-cloudcenter-02
146,1584304619999,0.0,0.007871443405747414,0.0895790234208107,ams01-tvpp1-sc03-cloudcenter-02
147,1584304919999,0.0,0.0068354359827935696,0.2006957232952118,ams01-tvpp1-sc03-cloudcenter-02
148,1584305219999,0.0,0.0037442001048475504,0.03341606259346008,ams01-tvpp1-sc03-cloudcenter-02
149,1584305519999,0.012256267480552197,0.009985392913222313,0.10250493884086609,ams01-tvpp1-sc03-cloudcenter-02
150,1584305819999,0.0,0.007254465017467737,0.24619325995445251,ams01-tvpp1-sc03-cloudcenter-02
151,1584306119999,0.0,0.004280265886336565,0.026234745979309082,ams01-tvpp1-sc03-cloudcenter-02
152,1584306419999,0.0,0.005807679146528244,0.1486646682024002,ams01-tvpp1-sc03-cloudcenter-02
153,1584306719999,0.0,0.006193986162543297,0.1943405568599701,ams01-tvpp1-sc03-cloudcenter-02
154,1584307019999,0.0,0.0024217411410063505,0.0028395408298820257,ams01-tvpp1-sc03-cloudcenter-02
155,1584307319999,0.009934318251907825,0.006826360709965229,0.17755027115345,ams01-tvpp1-sc03-cloudcenter-02
156,1584307619999,0.0,0.00552985118702054,0.22423578798770905,ams01-tvpp1-sc03-cloudcenter-02
157,1584307919999,0.0,0.0027082955930382013,0.040772657841444016,ams01-tvpp1-sc03-cloudcenter-02
158,1584308219999,0.0,0.004180805291980505,0.13649459183216095,ams01-tvpp1-sc03-cloudcenter-02
159,1584308519999,0.0,0.00532808993011713,0.21281278133392334,ams01-tvpp1-sc03-cloudcenter-02
160,1584308819999,0.0,0.0067308745346963406,0.0428277961909771,ams01-tvpp1-sc03-cloudcenter-02
161,1584309119999,0.011573409661650658,0.0013461363269016147,0.09669645875692368,ams01-tvpp1-sc03-cloudcenter-02
162,1584309419999,0.0,0.006078357808291912,0.19328786432743073,ams01-tvpp1-sc03-cloudcenter-02
163,1584309719999,0.0,0.004719857592135668,0.06442857533693314,ams01-tvpp1-sc03-cloudcenter-02
164,1584310019999,0.0,0.0038134774658828974,0.12344136089086533,ams01-tvpp1-sc03-cloudcenter-02
165,1584310319999,0.0,0.0024354243651032448,0.17092646658420563,ams01-tvpp1-sc03-cloudcenter-02
166,1584310619999,0.0,0.0072762141935527325,0.11016986519098282,ams01-tvpp1-sc03-cloudcenter-02
167,1584310919999,0.0,0.0024028976913541555,0.09005340188741684,ams01-tvpp1-sc03-cloudcenter-02
168,1584311219999,0.0,0.004159122239798307,0.21214202046394348,ams01-tvpp1-sc03-cloudcenter-02
169,1584311519999,0.0,0.007899198681116104,0.11021360754966736,ams01-tvpp1-sc03-cloudcenter-02
170,1584311819999,0.0,0.002203925047069788,0.10060197860002518,ams01-tvpp1-sc03-cloudcenter-02
171,1584312119999,0.0,0.0047185118310153484,0.17562976479530334,ams01-tvpp1-sc03-cloudcenter-02
172,1584312419999,0.0,0.010369067080318928,0.1110009029507637,ams01-tvpp1-sc03-cloudcenter-02
173,1584312719999,0.010741233825683594,0.0010091838194057345,0.06374942511320114,ams01-tvpp1-sc03-cloudcenter-02
174,1584313019999,0.0,0.005121379159390926,0.1630677729845047,ams01-tvpp1-sc03-cloudcenter-02
175,1584313319999,0.0,0.012272022664546967,0.1319528967142105,ams01-tvpp1-sc03-cloudcenter-02
176,1584313619999,0.0,0.0008388505666516721,0.04604904726147652,ams01-tvpp1-sc03-cloudcenter-02
177,1584313919999,0.0,0.006700759753584862,0.18174976110458374,ams01-tvpp1-sc03-cloudcenter-02
178,1584314219999,0.0,0.01139463298022747,0.13134688138961792,ams01-tvpp1-sc03-cloudcenter-02
179,1584314519999,0.03142857179045677,0.00665165763348341,0.023212198168039322,ams01-tvpp1-sc03-cloudcenter-02
180,1584314819999,0.0,0.01301678828895092,0.1787204146385193,ams01-tvpp1-sc03-cloudcenter-02
181,1584315119999,0.0,0.0014417108613997698,0.12054817378520966,ams01-tvpp1-sc03-cloudcenter-02
182,1584315419999,0.0,0.0047988672740757465,0.09594415128231049,ams01-tvpp1-sc03-cloudcenter-02
183,1584315719999,0.0,0.011655908077955246,0.16494479775428772,ams01-tvpp1-sc03-cloudcenter-02
184,1584316019999,0.0,0.0008072299533523619,0.11007408797740936,ams01-tvpp1-sc03-cloudcenter-02
185,1584316319999,0.02133333310484886,0.0029645604081451893,0.07154164463281631,ams01-tvpp1-sc03-cloudcenter-02
186,1584316619999,0.0,0.010665470734238625,0.10613296180963516,ams01-tvpp1-sc03-cloudcenter-02
187,1584316919999,0.0,0.006832335609942675,0.10868887603282928,ams01-tvpp1-sc03-cloudcenter-02
188,1584317219999,0.0,0.004896317142993212,0.12966316938400269,ams01-tvpp1-sc03-cloudcenter-02
189,1584317519999,0.0,0.009007826447486877,0.17164699733257294,ams01-tvpp1-sc03-cloudcenter-02
190,1584317819999,0.015113583765923977,0.00529841985553503,0.09509774297475815,ams01-tvpp1-sc03-cloudcenter-02
191,1584318119999,0.01972602680325508,0.00333673064596951,0.11073953658342361,ams01-tvpp1-sc03-cloudcenter-02
192,1584318419999,0.0,0.010780801065266132,0.15193429589271545,ams01-tvpp1-sc03-cloudcenter-02
193,1584318719999,0.0,0.005317134782671928,0.06655494123697281,ams01-tvpp1-sc03-cloudcenter-02
194,1584319019999,0.0,0.003627676283940673,0.16378968954086304,ams01-tvpp1-sc03-cloudcenter-02
195,1584319319999,0.0,0.009258252568542957,0.061283133924007416,ams01-tvpp1-sc03-cloudcenter-02
196,1584319619999,0.0,0.0053136833012104034,0.15684670209884644,ams01-tvpp1-sc03-cloudcenter-02
197,1584319919999,0.04557438939809799,0.0026028917636722326,0.1457103192806244,ams01-tvpp1-sc03-cloudcenter-02
198,1584320219999,0.0,0.007193698547780514,0.025746040046215057,ams01-tvpp1-sc03-cloudcenter-02
199,1584320519999,0.0,0.006872224621474743,0.1168900802731514,ams01-tvpp1-sc03-cloudcenter-02
200,1584320819999,0.0,0.0015543503686785698,0.1736590415239334,ams01-tvpp1-sc03-cloudcenter-02
201,1584321119999,0.0,0.008428564295172691,0.045965731143951416,ams01-tvpp1-sc03-cloudcenter-02
202,1584321419999,0.0,0.007304496131837368,0.19342593848705292,ams01-tvpp1-sc03-cloudcenter-02
203,1584321719999,0.010602409951388836,0.0008974194643087685,0.19354243576526642,ams01-tvpp1-sc03-cloudcenter-02
204,1584322019999,0.0,0.007211415562778711,0.021590033546090126,ams01-tvpp1-sc03-cloudcenter-02
205,1584322319999,0.0,0.006193213164806366,0.19384947419166565,ams01-tvpp1-sc03-cloudcenter-02
206,1584322619999,0.0,0.0035573882050812244,0.13350820541381836,ams01-tvpp1-sc03-cloudcenter-02
207,1584322919999,0.0,0.005904638208448887,0.044593002647161484,ams01-tvpp1-sc03-cloudcenter-02
208,1584323219999,0.0,0.005064757075160742,0.16043896973133087,ams01-tvpp1-sc03-cloudcenter-02
209,1584323519999,0.011816578917205334,0.0027555637061595917,0.14865712821483612,ams01-tvpp1-sc03-cloudcenter-02
210,1584323819999,0.0,0.003422240959480405,0.021567685529589653,ams01-tvpp1-sc03-cloudcenter-02
211,1584324119999,0.0,0.0056994883343577385,0.08827871084213257,ams01-tvpp1-sc03-cloudcenter-02
212,1584324419999,0.0,0.004615384619683027,0.1950344741344452,ams01-tvpp1-sc03-cloudcenter-02
213,1584324719999,0.0,0.0072860112413764,0.04253699630498886,ams01-tvpp1-sc03-cloudcenter-02
214,1584326219999,0.0,0.004697396885603666,0.1306222826242447,ams01-tvpp1-sc03-cloudcenter-02
215,1584327119999,0.010709504596889019,0.004862302914261818,0.1377171128988266,ams01-tvpp1-sc03-cloudcenter-02
216,1584327419999,0.0,0.00621208967640996,0.1300806701183319,ams01-tvpp1-sc03-cloudcenter-02
217,1584328019999,0.0,0.0021026567555963993,0.1544398069381714,ams01-tvpp1-sc03-cloudcenter-02
218,1584328619999,0.0,0.006812037900090218,0.08578117191791534,ams01-tvpp1-sc03-cloudcenter-02
219,1584329219999,0.0,0.0021629342809319496,0.13581310212612152,ams01-tvpp1-sc03-cloudcenter-02
220,1584330119999,0.0,0.00841466337442398,0.12033135443925858,ams01-tvpp1-sc03-cloudcenter-02
221,1584336419999,0.0,0.007098119705915451,0.14823026955127716,ams01-tvpp1-sc03-cloudcenter-02
222,1584336719999,0.0,0.0009102970943786204,0.2227594554424286,ams01-tvpp1-sc03-cloudcenter-02
223,1584337019999,0.0,0.005648742895573378,0.03837744891643524,ams01-tvpp1-sc03-cloudcenter-02
224,1584337619999,0.0,0.009145524352788925,0.22079947590827942,ams01-tvpp1-sc03-cloudcenter-02
225,1584337919999,0.021089324727654457,0.000901749765034765,0.04080171883106232,ams01-tvpp1-sc03-cloudcenter-02
226,1584340019999,0.0,0.00765900406986475,0.07511977106332779,ams01-tvpp1-sc03-cloudcenter-02
227,1584341219999,0.0,0.011251762509346008,0.12813852727413177,ams01-tvpp1-sc03-cloudcenter-02
228,1584341819999,0.0,0.0008482180419377983,0.02551370859146118,ams01-tvpp1-sc03-cloudcenter-02
229,1584342119999,0.0,0.008359596133232117,0.13655731081962585,ams01-tvpp1-sc03-cloudcenter-02
230,1584342419999,0.0,0.0078093502670526505,0.10828784853219986,ams01-tvpp1-sc03-cloudcenter-02
231,1584342719999,0.0,0.0018079816363751888,0.07421132177114487,ams01-tvpp1-sc03-cloudcenter-02
232,1584343019999,0.0,0.007553767412900925,0.18973863124847412,ams01-tvpp1-sc03-cloudcenter-02
233,1584343319999,0.020141489803791046,0.009420942515134811,0.11028087139129639,ams01-tvpp1-sc03-cloudcenter-02
234,1584343619999,0.0,0.0008423001854680479,0.08911911398172379,ams01-tvpp1-sc03-cloudcenter-02
235,1584343919999,0.0,0.0027378040831536055,0.2664773464202881,ams01-tvpp1-sc03-cloudcenter-02
236,1584344519999,0.0,0.010260171256959438,0.04907508194446564,ams01-tvpp1-sc03-cloudcenter-02
237,1584344819999,0.0,0.001652972074225545,0.2138502597808838,ams01-tvpp1-sc03-cloudcenter-02
238,1584345119999,0.021539831534028053,0.0063614933751523495,0.1320204883813858,ams01-tvpp1-sc03-cloudcenter-02
239,1584345419999,0.0,0.00536404550075531,0.06955471634864807,ams01-tvpp1-sc03-cloudcenter-02
240,1584345719999,0.0,0.00634158356115222,0.1551876962184906,ams01-tvpp1-sc03-cloudcenter-02
241,1584346019999,0.0,0.006531357299536467,0.1856594830751419,ams01-tvpp1-sc03-cloudcenter-02
242,1584346319999,0.0,0.0023969721514731646,0.15932691097259521,ams01-tvpp1-sc03-cloudcenter-02
243,1584346619999,0.0,0.006688323803246021,0.13872912526130676,ams01-tvpp1-sc03-cloudcenter-02
244,1584346919999,0.021917808800935745,0.006348390597850084,0.2108805626630783,ams01-tvpp1-sc03-cloudcenter-02
245,1584347219999,0.0,0.006617534440010786,0.0697806105017662,ams01-tvpp1-sc03-cloudcenter-02
246,1584347819999,0.0,0.011882463470101357,2.642611265182495,ams01-tvpp1-sc03-cloudcenter-02
247,1584348119999,0.0,0.0013314522802829742,0.10295061022043228,ams01-tvpp1-sc03-cloudcenter-02
248,1584348719999,0.01135940384119749,0.01094236969947815,0.1274050921201706,ams01-tvpp1-sc03-cloudcenter-02
249,1584349019999,0.0,0.001473591779358685,0.09916297346353531,ams01-tvpp1-sc03-cloudcenter-02
250,1584349319999,0.0,0.002937681507319212,0.02548225410282612,ams01-tvpp1-sc03-cloudcenter-02
251,1584349619999,0.0,0.006229602266103029,0.19677267968654633,ams01-tvpp1-sc03-cloudcenter-02
252,1584349919999,0.0,0.0008341784123331308,0.11478359997272491,ams01-tvpp1-sc03-cloudcenter-02
253,1584350219999,0.021573828533291817,0.007439474109560251,0.02469671331346035,ams01-tvpp1-sc03-cloudcenter-02
254,1584350519999,0.0,0.0052037425339221954,0.15206128358840942,ams01-tvpp1-sc03-cloudcenter-02
255,1584350819999,0.0,0.0025376328267157078,0.15456382930278778,ams01-tvpp1-sc03-cloudcenter-02
256,1584351119999,0.0,0.010643089190125465,0.024389056488871574,ams01-tvpp1-sc03-cloudcenter-02
257,1584351419999,0.0,0.0053228409960865974,0.1618308424949646,ams01-tvpp1-sc03-cloudcenter-02
258,1584351719999,0.0,0.002454023342579603,0.15842199325561523,ams01-tvpp1-sc03-cloudcenter-02
259,1584352019999,0.02357487939298153,0.012134104035794735,0.025072410702705383,ams01-tvpp1-sc03-cloudcenter-02
